,Gubun,Actual,Predicted,Difference,TransactionDate,GPrice
13141,서울특별시강남구개포동01380000_40,1.3624748631387358,1.3944997586479888,-0.032024895509253026,2015-11-09,73500
29207,서울특별시강남구역삼동07550004_60,2.012601713428464,2.090268285611653,-0.07766657218318906,2020-05-09,163000
10739,서울특별시강남구역삼동07540001_60,1.4281867111090605,1.523721219709141,-0.0955345086000805,2014-01-24,67700
1247,서울특별시강남구개포동01380000_40,1.2432235176851032,1.4268842072601315,-0.18366068957502835,2010-12-22,66000
25909,서울특별시강남구도곡동04670000_160,3.239901587880565,5.02059700192029,-1.7806954140397253,2019-06-18,280000
21820,서울특별시강남구일원동06150000_80,1.970029076444791,1.6974895782884551,0.2725394981563358,2017-12-21,141000
11817,서울특별시강남구역삼동07540001_80,2.147868848234805,1.9739522502476796,0.17391659798712533,2015-03-23,99000
6634,서울특별시강남구일원동07190000_60,1.1969386126198167,1.3844194867383846,-0.18748087411856784,2013-08-16,48900
4372,서울특별시강남구개포동01410000_50,1.5571668461563184,2.0371009752536335,-0.47993412909731514,2012-12-01,71000
8651,서울특별시강남구논현동01050000_80,1.6430512060806888,1.6432319167165497,-0.0001807106358608923,2014-04-09,74000
273,서울특별시강남구도곡동04640000_50,1.4610615126564117,1.608443864597211,-0.1473823519407993,2010-02-27,73000
13578,서울특별시강남구대치동03160000_80,2.072819018990116,1.9956337174187595,0.07718530157135661,2015-09-17,99500
19012,서울특별시강남구대치동08880000_80,2.220577598164141,2.4083610521560974,-0.1877834539919565,2016-06-24,121700
2819,서울특별시강남구개포동01890000_40,1.0714355674008536,1.3267835264706596,-0.255347959069806,2011-12-06,51500
28686,서울특별시강남구세곡동05330000_80,1.5327634913059358,1.5411398408182482,-0.008376349512312364,2020-06-27,133000
22635,서울특별시강남구대치동05110000_80,2.654649110102909,2.3946983506924466,0.2599507594104624,2017-12-23,190000
27299,서울특별시강남구수서동07460000_40,0.919900629416089,0.8862401275156745,0.033660501900414475,2019-06-30,79500
24429,서울특별시강남구수서동07360000_50,1.2869355954760526,1.0390990036174066,0.24783659185864604,2018-08-25,92000
7469,서울특별시강남구개포동01380000_40,1.0534935517017756,1.445748887338265,-0.3922553356364893,2013-01-04,49000
1660,서울특별시강남구역삼동07570000_60,1.385621386637949,1.5662173494762348,-0.18059596283828583,2010-03-18,65100
20968,서울특별시강남구수서동07360000_30,0.766043586888481,0.819980316169723,-0.053936729281242046,2017-05-22,48000
2308,서울특별시강남구압구정동04900000_80,2.49066710206493,2.6764937155700483,-0.1858266135051183,2011-05-14,115500
10210,서울특별시강남구개포동01410000_40,1.2804236458272609,1.4294823241906118,-0.14905867836335096,2014-02-14,58500
4534,서울특별시강남구개포동01410000_50,1.541737662056352,2.009320984478625,-0.46758332242227296,2012-09-22,69000
15873,서울특별시강남구압구정동04560000_160,4.340953334573539,4.560291995136374,-0.21933866056283424,2016-04-30,233000
16624,서울특별시강남구개포동01890000_40,1.406617926009881,1.2315473035498667,0.17507062246001426,2016-04-01,75500
25848,서울특별시강남구개포동01410000_50,2.0767125780331925,1.8910074339886012,0.18570514404459137,2019-05-16,179000
2497,서울특별시강남구도곡동08950008_80,1.6173163000421622,1.6672722647370761,-0.049955964694913924,2011-05-20,75000
29065,서울특별시강남구수서동07080000_60,1.3639870433388432,1.1689628993632588,0.19502414397558443,2020-10-22,122500
25852,서울특별시강남구도곡동04670000_160,2.761215606546927,3.559538416996122,-0.7983228104491951,2019-05-18,238000
18930,서울특별시강남구대치동03160000_80,2.073642054298835,1.9996648108157746,0.07397724348306056,2016-08-08,115000
26519,서울특별시강남구압구정동04560000_140,4.087531742549274,4.080037821527694,0.0074939210215800856,2019-03-09,288000
20577,서울특별시강남구개포동01410000_40,1.6115348535112095,1.4268842072601315,0.18465064625107797,2017-02-20,89000
29422,서울특별시강남구역삼동07540001_80,2.2758157471981795,2.2748738450196417,0.0009419021785377346,2020-11-14,224000
5777,서울특별시강남구대치동03160000_80,1.8914416000559269,2.0375954396561817,-0.14615383960025485,2012-02-28,82000
27093,서울특별시강남구논현동02210007_20,0.2604173091205261,0.35753643137955016,-0.09711912225902408,2019-11-28,21800
28300,서울특별시강남구개포동00120000_30,0.9493117299591382,0.705811105517796,0.24350062444134213,2020-09-19,90000
15712,서울특별시강남구논현동00220000_80,1.2868368437548037,1.5102166424107628,-0.22337979865595914,2016-05-17,72000
8647,서울특별시강남구논현동01050000_80,1.5875427193887737,1.6432319167165497,-0.055689197327776,2014-04-23,71500
6944,서울특별시강남구개포동01890000_40,1.171097419335643,1.3096533186178139,-0.13855589928217094,2013-10-31,51000
2602,서울특별시강남구도곡동09340010_80,1.470040882036169,1.6520059442324577,-0.18196506219628872,2011-01-04,68900
1043,서울특별시강남구개포동01410000_40,1.6134617494247316,1.6310484452882326,-0.017586695863500923,2010-10-04,77500
14845,서울특별시강남구수서동07360000_40,0.9112170871299172,0.9930368798112157,-0.08181979268129846,2015-03-18,42000
20885,서울특별시강남구수서동07950000_80,1.714818695171322,1.859280330012249,-0.1444616348409269,2017-07-02,106500
10462,서울특별시강남구수서동07360000_30,0.6505232741325657,0.8488904859066985,-0.19836721177413275,2014-09-12,30000
2141,서울특별시강남구대치동03160000_80,1.910114966584626,2.0010649254278845,-0.09094995884325852,2010-01-23,101800
24629,서울특별시강남구청담동01080000_80,2.173223014784193,1.9480395543173097,0.22518346046688342,2018-04-18,130000
5843,서울특별시강남구일원동07190000_60,1.056198976263497,1.283064865604332,-0.22686588934083507,2012-08-31,43000
11487,서울특별시강남구대치동03160000_80,1.8943322009213723,1.8657774788026094,0.028554722118762976,2014-12-19,85500
28796,서울특별시강남구역삼동07620003_80,2.569971868881381,2.1212561546269586,0.44871571425442225,2020-06-16,223000
7258,서울특별시강남구개포동01400000_30,0.8335982560470042,1.0322177993890156,-0.19861954334201137,2013-04-15,37000
3189,서울특별시강남구개포동06560000_50,1.843740582048065,1.6422663160962765,0.20147426595178852,2011-05-03,85500
25733,서울특별시강남구도곡동09630000_80,2.028388031590153,1.6559539985670222,0.3724340330231306,2019-11-23,169800
13365,서울특별시강남구삼성동00160002_80,2.364825297551452,2.3467487066268604,0.018076590924591684,2015-03-18,109000
15842,서울특별시강남구압구정동04900000_60,1.9302552656322052,2.2078795896387913,-0.2776243240065861,2016-05-25,108000
19380,서울특별시강남구자곡동06110000_90,1.802256092289452,1.7303299168747077,0.07192617541474422,2016-09-08,102000
22599,서울특별시강남구삼성동01420003_40,0.587300696228968,0.4852863445569846,0.10201435167198336,2017-03-23,33000
3813,서울특별시강남구역삼동07220000_80,0.9921175764104768,1.099303723436824,-0.1071861470263471,2011-01-17,46500
7978,서울특별시강남구삼성동00500000_80,2.157291926816667,2.375898552139139,-0.21860662532247233,2013-11-30,98700
19807,서울특별시강남구개포동00120000_40,1.0481770454403176,1.004399052692111,0.04377799274820671,2017-11-27,75400
18026,서울특별시강남구일원동07340000_70,1.7039928185325213,1.6540125401852501,0.049980278347271145,2016-08-30,94500
5337,서울특별시강남구역삼동07220000_80,0.9869367334793568,1.1450580245632695,-0.1581212910839127,2012-12-24,45000
13408,서울특별시강남구삼성동00160002_80,2.3148797481427774,2.167338519063886,0.14754122907889133,2015-01-18,105000
16037,서울특별시강남구개포동01410000_50,2.1203012850464145,1.9692448247372372,0.1510564603091773,2016-09-30,120000
28820,서울특별시강남구수서동07950000_80,1.8439260045785693,1.6313121974435156,0.21261380713505362,2020-06-27,160000
16665,서울특별시강남구개포동01890000_40,1.7000635855663462,1.5074011676949255,0.1926624178714207,2016-03-26,83000
14061,서울특별시강남구논현동00220000_80,1.502231386641261,1.610982640328865,-0.10875125368760385,2015-04-18,70500
10087,서울특별시강남구개포동01890000_40,1.392166209274092,1.4981117094026553,-0.10594550012856319,2014-05-07,62000
5727,서울특별시강남구대치동03160000_80,1.738045351395818,1.9901564735688866,-0.2521111221730685,2012-04-14,79300
15841,서울특별시강남구압구정동04900000_80,2.2877099444529843,2.474298006104096,-0.18658806165111175,2016-05-25,128000
12599,서울특별시강남구개포동01850000_70,1.864235632912837,1.8463336824643832,0.017901950448453663,2015-06-26,87500
19182,서울특별시강남구대치동03160000_80,2.1965596486962244,2.3244211650443045,-0.12786151634808007,2016-04-25,117900
9396,서울특별시강남구일원동07310000_80,1.734728731020175,1.7992820670415421,-0.06455333602136704,2014-09-29,80000
10231,서울특별시강남구개포동00120000_50,1.0943791844677444,1.1665375477674942,-0.07215836329974978,2014-02-07,50000
25254,서울특별시강남구도곡동05270000_130,3.016454023958828,3.23061977491791,-0.2141657509590824,2019-05-27,260000
18153,서울특별시강남구일원동07190000_80,1.4298187152831152,1.6375410214782684,-0.2077223061951532,2016-05-01,80000
428,서울특별시강남구도곡동05270000_80,2.439355235457892,2.398134206849247,0.04122102860864496,2010-12-11,129500
11361,서울특별시강남구대치동10140003_100,2.2778704914573624,2.295002888581803,-0.01713239712444059,2014-07-30,105000
16297,서울특별시강남구개포동06560000_50,1.7881397257196865,1.6853305857376657,0.10280913998202079,2016-06-20,98000
5453,서울특별시강남구청담동00300033_80,1.4105999919414318,1.6709284880849276,-0.26032849614349574,2012-11-15,65000
27147,서울특별시강남구대치동03160000_80,2.2424653309818936,1.9956337174187595,0.2468316135631341,2019-03-21,158000
15773,서울특별시강남구압구정동04340000_110,3.1555422565417057,2.674727518675376,0.4808147378663299,2016-08-28,175000
11225,서울특별시강남구대치동08880000_80,2.267800169043191,2.4832530454405837,-0.21545287639739286,2014-01-24,107500
23237,서울특별시강남구대치동03160000_80,1.976917481019732,1.9901564735688866,-0.013238992549154505,2017-04-25,117000
21746,서울특별시강남구도곡동09670000_80,1.5563499867022643,1.6290899006465351,-0.07273991394427082,2017-06-02,90000
3874,서울특별시강남구청담동01080000_80,1.6639571284568615,1.7283229582953787,-0.06436582983851724,2011-03-02,74500
25895,서울특별시강남구개포동00120000_40,0.9812273380438282,0.9735119957137548,0.007715342330073427,2019-06-10,84800
30209,서울특별시강남구개포동01850000_50,1.7696630419795387,1.6170837565296636,0.1525792854498751,2021-01-01,178000
28267,서울특별시강남구압구정동04260000_110,3.128658926363722,2.990190366907025,0.138468559456697,2020-07-28,270000
17437,서울특별시강남구도곡동05270000_130,3.1351713165248385,3.594855625309342,-0.4596843087845035,2016-10-27,175500
15122,서울특별시강남구도곡동04640000_50,1.5837820800115228,1.52034060649529,0.06344147351623275,2015-03-17,73000
6946,서울특별시강남구개포동00120000_60,1.2285041555775862,1.247062999966055,-0.018558844388468776,2013-10-30,53500
29603,서울특별시강남구논현동00580002_40,0.3442369397719356,0.584639715405537,-0.24040277563360146,2021-08-10,37000
6857,서울특별시강남구개포동00120000_50,1.033826242219175,1.1665375477674942,-0.13271130554831911,2013-12-10,48000
12484,서울특별시강남구개포동06560000_30,1.0448627679381366,1.0160095159112144,0.028853252026922238,2015-05-25,50000
10063,서울특별시강남구개포동01890000_40,1.3843072064798028,1.50056610558665,-0.11625889910684717,2014-05-21,61650
29523,서울특별시강남구도곡동05270000_60,2.310549862626173,2.0944798728598655,0.21606998976630765,2021-02-25,232000
5219,서울특별시강남구도곡동04670000_160,3.799727351626262,3.4444069736953895,0.3553203779308727,2012-10-05,171000
5148,서울특별시강남구수서동07380000_80,1.4108860153561964,1.3458686673186802,0.06501734803751624,2012-01-20,60500
24893,서울특별시강남구대치동03160000_80,2.069260603988263,1.8657774788026094,0.20348312518565348,2018-01-11,146000
28358,서울특별시강남구개포동00120000_50,1.371585383356046,1.2318770576106528,0.13970832574539327,2020-11-23,135000
3847,서울특별시강남구청담동00300033_80,1.839310788333414,1.7390917419410283,0.10021904639238577,2011-09-01,81000
6906,서울특별시강남구개포동00120000_50,1.011981927169318,1.2336739693580838,-0.22169204218876581,2013-11-21,46300
2533,서울특별시강남구도곡동09630000_80,1.1837547356807203,1.5260960752604147,-0.34234133957969437,2011-03-10,53000
16026,서울특별시강남구개포동01870000_70,2.0722499869907764,1.987248949270524,0.08500103772025236,2016-10-03,116000
4156,서울특별시강남구대치동05060000_80,2.6913110663127164,2.7310821827169276,-0.03977111640421116,2011-06-10,122000
13912,서울특별시강남구대치동10140003_60,1.4787923153603335,1.6192748931479384,-0.14048257778760487,2015-04-18,69400
28255,서울특별시강남구자곡동06110000_100,1.969896361043825,1.9333128364903103,0.03658352455351466,2020-07-20,170000
19027,서울특별시강남구대치동10140003_80,1.9158639918425209,1.940280249194995,-0.024416257352474213,2016-06-18,105000
18840,서울특별시강남구대치동08880000_80,2.293459223325205,2.243013071100161,0.050446152225044116,2016-09-12,129800
8538,서울특별시강남구대치동03160000_80,1.7307394063672028,2.347529302414002,-0.6167898960467992,2013-01-14,80500
12922,서울특별시강남구개포동00120000_50,1.2499411169789645,1.2327561227518422,0.017184994227122274,2015-09-01,60000
25448,서울특별시강남구도곡동05270000_80,2.6381956852173825,2.7440950641613484,-0.10589937894396595,2019-10-14,224000
3789,서울특별시강남구역삼동07550004_60,1.5861382478618102,1.5238705498425427,0.06226769801926757,2011-02-12,71000
22699,서울특별시강남구대치동05110000_80,2.5022794188230395,2.698133604658961,-0.1958541858359215,2017-11-27,180000
27911,서울특별시강남구압구정동03690001_200,5.060300563168743,5.474422458511446,-0.41412189534270283,2020-12-21,527000
5282,서울특별시강남구도곡동04670000_160,4.413169099766166,3.494912851795758,0.9182562479704077,2012-05-01,204000
27644,서울특별시강남구도곡동05270000_80,3.336246543965094,2.722467484408245,0.6137790595568489,2020-02-12,230000
2388,서울특별시강남구도곡동05270000_80,2.704971456922661,2.4232046975776593,0.2817667593450017,2011-11-23,126000
30293,서울특별시강남구대치동08880000_60,2.0113500322364475,1.8579592055116136,0.15339082672483384,2021-09-17,226000
12708,서울특별시강남구개포동01890000_50,1.7240235670979251,1.8315017456567646,-0.10747817855883945,2015-05-18,82500
1616,서울특별시강남구역삼동07570000_60,1.436500716800604,1.4490262996989869,-0.012525582898382792,2010-06-24,67000
25871,서울특별시강남구개포동01410000_40,1.6706514594233506,1.445748887338265,0.22490257208508568,2019-05-28,144000
12908,서울특별시강남구개포동00120000_50,1.2611986227480938,1.326478869822092,-0.06528024707399815,2015-08-25,58750
12690,서울특별시강남구개포동01400000_30,1.0490422190098891,1.0322177993890156,0.016824419620873554,2015-05-21,50200
30554,서울특별시강남구논현동00580002_40,0.4672056476850221,0.5516304800603237,-0.08442483237530157,2022-09-03,39000
8537,서울특별시강남구대치동03160000_80,1.698489603764087,2.257520148177094,-0.559030544413007,2013-01-17,79000
30457,서울특별시강남구개포동01850000_80,2.7534412734888134,1.9277705965412535,0.8256706769475599,2021-07-16,287000
6726,서울특별시강남구일원동07340000_70,1.326670708846038,1.6449153136763928,-0.31824460483035466,2013-02-27,62000
26894,서울특별시강남구역삼동07200025_30,0.4239707708720908,0.41001113469653055,0.01395963617556023,2019-12-13,32000
6481,서울특별시강남구도곡동09670000_60,1.0834964586913025,1.4410833201269764,-0.35758686143567386,2013-03-11,49500
17537,서울특별시강남구도곡동00910005_80,1.8906019791663864,2.218614068498566,-0.3280120893321796,2016-09-12,107000
10543,서울특별시강남구수서동07470000_80,1.4932686863722269,1.605777472049622,-0.1125087856773952,2014-06-12,67500
10718,서울특별시강남구청담동01080000_80,1.7672548947268034,1.7510095297545434,0.016245364972260035,2014-09-02,81500
21284,서울특별시강남구도곡동05270000_120,2.4327716571890665,2.823508691457986,-0.39073703426891937,2017-11-08,175000
30233,서울특별시강남구개포동01850000_70,2.395203629144804,2.0756203778338373,0.31958325131096643,2021-02-28,240500
1530,서울특별시강남구역삼동07130011_30,0.6528366751393488,0.7716222831997173,-0.11878560806036842,2010-11-08,34000
24349,서울특별시강남구도곡동00910005_120,3.236214112385857,2.5853433252609705,0.6508707871248864,2018-03-10,190000
3282,서울특별시강남구개포동00120000_50,1.1438067364862632,1.2142808066151196,-0.07047407012885643,2011-02-25,51200
22642,서울특별시강남구대치동05110000_130,2.514930735886967,3.4058622262546936,-0.8909314903677266,2017-12-20,180000
18948,서울특별시강남구대치동10270000_90,3.010706738309751,3.28400995823113,-0.2733032199213792,2016-07-28,159000
6688,서울특별시강남구일원동07350000_80,1.5004768608846075,1.8883145364523306,-0.3878376755677231,2013-04-25,66600
19705,서울특별시강남구압구정동04900000_60,2.2774094997198646,2.2783969742786008,-0.0009874745587361566,2017-12-04,163000
423,서울특별시강남구도곡동09630000_120,2.072039196141839,2.1831116146635434,-0.11107241852170446,2010-12-14,110000
14856,서울특별시강남구수서동07470000_80,1.6488690148065168,1.5796940960055628,0.06917491880095405,2015-03-24,76000
7161,서울특별시강남구개포동01380000_40,1.289001696607073,1.445748887338265,-0.15674719073119192,2013-06-12,57000
25300,서울특별시강남구도곡동09640000_80,1.4290280217973206,1.4219229346774365,0.007105087119884113,2019-06-24,123500
4186,서울특별시강남구대치동03160000_80,1.9386231383172048,2.0038099467352235,-0.06518680841801872,2011-05-04,89900
1487,서울특별시강남구역삼동07540001_60,1.280896957614955,1.523721219709141,-0.24282426209418606,2010-12-19,68000
3780,서울특별시강남구역삼동07570000_80,2.2339975321997327,2.0463418670816833,0.18765566511804943,2011-02-22,100000
29870,서울특별시강남구일원동07190000_60,1.37946573007367,1.1700963582538957,0.20936937181977422,2021-09-03,155000
2457,서울특별시강남구도곡동09610000_80,1.426179067821848,1.4998919438165106,-0.07371287599466259,2011-08-13,61000
9489,서울특별시강남구일원동06150000_80,1.7065263210456612,1.8420702865531258,-0.13554396550746461,2014-05-10,76000
27261,서울특별시강남구대치동03160000_80,2.024938492425353,2.0826070928122222,-0.05766860038686916,2019-06-20,175000
4344,서울특별시강남구개포동01410000_40,1.2874041390052942,1.675718190072042,-0.38831405106674777,2012-12-14,58700
13781,서울특별시강남구대치동06700000_150,4.231480992741652,3.929241182515347,0.30223981022630486,2015-02-15,192000
210,서울특별시강남구도곡동04670000_160,4.409400954296534,3.494912851795758,0.9144881025007758,2010-01-14,235000
20357,서울특별시강남구개포동01850000_70,1.8353127602536523,1.797294748409636,0.03801801184401632,2017-05-01,115000
6463,서울특별시강남구도곡동05270000_80,2.2436037780981515,2.29222350908,-0.04861973098184835,2013-03-20,102500
27599,서울특별시강남구역삼동07540001_80,2.974419939399512,2.2748738450196417,0.6995460943798704,2019-12-06,224500
21745,서울특별시강남구도곡동05270000_110,3.095407195774504,3.818872964467958,-0.7234657686934542,2017-06-02,179000
4469,서울특별시강남구개포동01410000_40,1.3221273533436408,1.6692110273192344,-0.3470836739755936,2012-10-24,59500
9707,서울특별시강남구개포동01380000_40,1.3199166814038772,1.4122937982148265,-0.09237711681094929,2014-10-21,60000
4047,서울특별시강남구대치동06330000_80,2.2934616002675905,2.298944066597653,-0.00548246633006233,2011-09-01,101000
18510,서울특별시강남구역삼동07570000_60,1.5253926639812834,1.5159447124263221,0.009447951554961254,2016-06-13,83600
3752,서울특별시강남구역삼동07540001_80,2.083999222321217,1.9850258132875296,0.09897340903368734,2011-04-15,93300
16918,서울특별시강남구개포동01850000_80,2.1679351578601618,2.141691752621125,0.026243405239036566,2016-01-14,105000
27800,서울특별시강남구압구정동03690001_200,5.446184057003515,5.0614184726171425,0.38476558438637287,2020-07-09,470000
16470,서울특별시강남구개포동00120000_40,0.9501657513444228,1.004399052692111,-0.05423330134768811,2016-04-30,51000
28584,서울특별시강남구압구정동04550000_80,2.979746037111479,3.0829495446763833,-0.10320350756490448,2020-08-24,283000
19620,서울특별시강남구압구정동04900000_60,2.2004373093750123,2.081525254605811,0.11891205476920108,2017-09-27,144000
30711,서울특별시강남구대치동10270000_90,4.290836224233054,3.2228335905025727,1.0680026337304813,2022-11-16,348000
4903,서울특별시강남구논현동00580002_40,0.6489954558479656,0.5702405987320213,0.07875485711594432,2012-05-15,30000
30691,서울특별시강남구역삼동07200025_30,0.3318329106747258,0.41754748416380233,-0.08571457348907652,2022-03-12,33000
6948,서울특별시강남구개포동00120000_40,0.8656935825285046,1.0150988397590384,-0.14940525723053377,2013-10-29,37700
12105,서울특별시강남구개포동01790000_80,1.6407349896649237,1.7666945351859702,-0.1259595455210465,2015-04-04,77000
20211,서울특별시강남구개포동01890000_40,1.532087173776962,1.6092457348689415,-0.0771585610919796,2017-05-25,96000
23785,서울특별시강남구일원동07350000_80,2.502220144819643,1.9455217706863486,0.5566983741332943,2018-11-15,160400
16468,서울특별시강남구개포동06560000_40,1.3786718744997508,1.3665425822207233,0.012129292279027482,2016-04-30,74000
30782,서울특별시강남구대치동03160000_80,2.37454167588012,1.9879183092238495,0.3866233666562706,2022-07-08,248000
25609,서울특별시강남구일원동07160000_130,2.210075726018528,2.6506293928089697,-0.4405536667904415,2019-06-26,191000
19862,서울특별시강남구개포동00120000_40,0.9661578867122292,0.9761394315824817,-0.00998154487025249,2017-11-01,69500
11624,서울특별시강남구자곡동06860000_110,1.6290590077876674,1.7347821773784826,-0.10572316959081518,2014-05-16,72550
5284,서울특별시강남구도곡동05270000_60,1.632842101878795,1.5786453817165107,0.054196720162284384,2012-04-25,74500
30778,서울특별시강남구역삼동07130011_30,0.8128975333960571,0.9991989835584747,-0.18630145016241761,2022-07-02,84900
18373,서울특별시강남구역삼동07540001_80,1.857879298681386,1.8045258863465696,0.053353412334816275,2016-10-18,104000
29704,서울특별시강남구도곡동09630000_120,2.546841579930422,2.406240510476897,0.1406010694535249,2021-11-21,274500
26051,서울특별시강남구개포동01410000_40,2.035024701354015,1.3963525093017224,0.6386721920522924,2019-09-04,175000
10083,서울특별시강남구개포동01410000_40,1.5156648246129227,1.6310484452882326,-0.11538362067530983,2014-05-08,67500
23249,서울특별시강남구대치동08880000_80,2.1965749789108133,2.3123091354730487,-0.1157341565622354,2017-04-21,130000
4667,서울특별시강남구개포동00120000_50,1.016759547495146,1.2365861916751475,-0.21982664418000142,2012-05-17,47000
15104,서울특별시강남구수서동07460000_30,0.7044087727792103,0.8026849223133868,-0.09827614953417652,2015-11-25,38000
5712,서울특별시강남구대치동08880000_60,1.9287262411454225,1.7580192115062345,0.17070702963918793,2012-04-24,88000
14833,서울특별시강남구수서동07470000_80,1.6380211923406849,1.644222526885301,-0.006201334544616133,2015-03-12,75500
18089,서울특별시강남구일원동07190000_80,1.569183840937684,1.621031399117183,-0.05184755817949904,2016-06-16,86000
